cluster,Retailer,Pct_Var_Price_50th,Pct_Var_Price_50th,Pct_Var_Price_50th,Pct_Total
,count,min,max,mean,
0,39,-0.47227428494143775,-0.0009155674436007769,-0.063790210959582,0.3277310924369748
1,69,0.0021555890986008695,0.19037951517371188,0.06619662215217285,0.5798319327731093
2,10,0.23083728405023415,0.5318610062302077,0.34550140671081425,0.08403361344537816
3,1,1.1229423264941836,1.1229423264941836,1.1229423264941836,0.008403361344537815
